sentence pair id,evaluator id,score,human translation,machine translation,original
BG_SE_42,BBC_Bulgarian_03,11,"Лекарят го попитал кога ще дойде майка му да го види и Юрий казал, че има двама бащи. ","Докторът го попитал кога ще дойде майка му и Юри казал, че има двама бащи.",The doctor asked him when his mother was going to come and Yuri said that he had two fathers. 
BG_SE_42,BBC_Bulgarian_02,21,"Лекарят го попитал кога ще дойде майка му да го види и Юрий казал, че има двама бащи. ","Докторът го попитал кога ще дойде майка му и Юри казал, че има двама бащи.",The doctor asked him when his mother was going to come and Yuri said that he had two fathers. 
BG_SE_42,DW_Bulgarian_02,20,"Лекарят го попитал кога ще дойде майка му да го види и Юрий казал, че има двама бащи. ","Докторът го попитал кога ще дойде майка му и Юри казал, че има двама бащи.",The doctor asked him when his mother was going to come and Yuri said that he had two fathers. 
BG_SE_42,BBC_Bulgarian_01,21,"Лекарят го попитал кога ще дойде майка му да го види и Юрий казал, че има двама бащи. ","Докторът го попитал кога ще дойде майка му и Юри казал, че има двама бащи.",The doctor asked him when his mother was going to come and Yuri said that he had two fathers. 
BG_SE_42,DW_Bulgarian_01,20,"Лекарят го попитал кога ще дойде майка му да го види и Юрий казал, че има двама бащи. ","Докторът го попитал кога ще дойде майка му и Юри казал, че има двама бащи.",The doctor asked him when his mother was going to come and Yuri said that he had two fathers. 
BG_SE_43,BBC_Bulgarian_02,17,Досега на Луната са стъпили 12 души. ,12 човека са ходили на Луната досега.,12 humans have walked on the moon so far. 
BG_SE_43,DW_Bulgarian_02,14,Досега на Луната са стъпили 12 души. ,12 човека са ходили на Луната досега.,12 humans have walked on the moon so far. 
BG_SE_43,BBC_Bulgarian_03,15,Досега на Луната са стъпили 12 души. ,12 човека са ходили на Луната досега.,12 humans have walked on the moon so far. 
BG_SE_43,DW_Bulgarian_01,16,Досега на Луната са стъпили 12 души. ,12 човека са ходили на Луната досега.,12 humans have walked on the moon so far. 
BG_SE_43,BBC_Bulgarian_01,14,Досега на Луната са стъпили 12 души. ,12 човека са ходили на Луната досега.,12 humans have walked on the moon so far. 
BG_SE_44,BBC_Bulgarian_01,40,"Най-напред през 2012 г. излезе законът, който забранява осиновяването на руски деца от американски граждани. ","Първо имаше законът през 2012 г., забраната за осиновяване на руски деца от американски граждани.","First, there was the law in 2012, the ban on the adoption of Russian children by US citizens. "
BG_SE_44,BBC_Bulgarian_03,49,"Най-напред през 2012 г. излезе законът, който забранява осиновяването на руски деца от американски граждани. ","Първо имаше законът през 2012 г., забраната за осиновяване на руски деца от американски граждани.","First, there was the law in 2012, the ban on the adoption of Russian children by US citizens. "
BG_SE_44,BBC_Bulgarian_02,48,"Най-напред през 2012 г. излезе законът, който забранява осиновяването на руски деца от американски граждани. ","Първо имаше законът през 2012 г., забраната за осиновяване на руски деца от американски граждани.","First, there was the law in 2012, the ban on the adoption of Russian children by US citizens. "
BG_SE_44,DW_Bulgarian_02,41,"Най-напред през 2012 г. излезе законът, който забранява осиновяването на руски деца от американски граждани. ","Първо имаше законът през 2012 г., забраната за осиновяване на руски деца от американски граждани.","First, there was the law in 2012, the ban on the adoption of Russian children by US citizens. "
BG_SE_44,DW_Bulgarian_01,48,"Най-напред през 2012 г. излезе законът, който забранява осиновяването на руски деца от американски граждани. ","Първо имаше законът през 2012 г., забраната за осиновяване на руски деца от американски граждани.","First, there was the law in 2012, the ban on the adoption of Russian children by US citizens. "
BG_SE_45,DW_Bulgarian_01,44,Което е изключителна рядкост в Албания. ,"Това е труден път, който трябва да се извърви в Албания.",That's a tough road to take in Albania. 
BG_SE_45,DW_Bulgarian_02,43,Което е изключителна рядкост в Албания. ,"Това е труден път, който трябва да се извърви в Албания.",That's a tough road to take in Albania. 
BG_SE_45,BBC_Bulgarian_02,46,Което е изключителна рядкост в Албания. ,"Това е труден път, който трябва да се извърви в Албания.",That's a tough road to take in Albania. 
BG_SE_45,BBC_Bulgarian_01,42,Което е изключителна рядкост в Албания. ,"Това е труден път, който трябва да се извърви в Албания.",That's a tough road to take in Albania. 
BG_SE_45,BBC_Bulgarian_03,44,Което е изключителна рядкост в Албания. ,"Това е труден път, който трябва да се извърви в Албания.",That's a tough road to take in Albania. 
BG_SE_46,BBC_Bulgarian_01,25,Нужно ми бе строително разрешение за парцел с многоетажна сграда – проектът бе добър. ,"Трябваше да получа разрешение за строеж на парче земя, за многоетажно строителство, добър проект.","I had to get a construction permission for a piece of land, for a multi-story construction, a good project. "
BG_SE_46,BBC_Bulgarian_03,24,Нужно ми бе строително разрешение за парцел с многоетажна сграда – проектът бе добър. ,"Трябваше да получа разрешение за строеж на парче земя, за многоетажно строителство, добър проект.","I had to get a construction permission for a piece of land, for a multi-story construction, a good project. "
BG_SE_46,DW_Bulgarian_02,30,Нужно ми бе строително разрешение за парцел с многоетажна сграда – проектът бе добър. ,"Трябваше да получа разрешение за строеж на парче земя, за многоетажно строителство, добър проект.","I had to get a construction permission for a piece of land, for a multi-story construction, a good project. "
BG_SE_46,BBC_Bulgarian_02,31,Нужно ми бе строително разрешение за парцел с многоетажна сграда – проектът бе добър. ,"Трябваше да получа разрешение за строеж на парче земя, за многоетажно строителство, добър проект.","I had to get a construction permission for a piece of land, for a multi-story construction, a good project. "
BG_SE_46,DW_Bulgarian_01,25,Нужно ми бе строително разрешение за парцел с многоетажна сграда – проектът бе добър. ,"Трябваше да получа разрешение за строеж на парче земя, за многоетажно строителство, добър проект.","I had to get a construction permission for a piece of land, for a multi-story construction, a good project. "
BG_SE_47,BBC_Bulgarian_02,12,"Но този път, нарушавайки закона, ""Рамщайн"" отидоха твърде далеч. ","Но чрез ефективно нарушаване на закона, Ramstein взе нещата още по-далеч.","But by effectively breaking the law, Ramstein took things even further."
BG_SE_47,DW_Bulgarian_01,13,"Но този път, нарушавайки закона, ""Рамщайн"" отидоха твърде далеч. ","Но чрез ефективно нарушаване на закона, Ramstein взе нещата още по-далеч.","But by effectively breaking the law, Ramstein took things even further."
BG_SE_47,BBC_Bulgarian_03,9,"Но този път, нарушавайки закона, ""Рамщайн"" отидоха твърде далеч. ","Но чрез ефективно нарушаване на закона, Ramstein взе нещата още по-далеч.","But by effectively breaking the law, Ramstein took things even further."
BG_SE_47,DW_Bulgarian_02,10,"Но този път, нарушавайки закона, ""Рамщайн"" отидоха твърде далеч. ","Но чрез ефективно нарушаване на закона, Ramstein взе нещата още по-далеч.","But by effectively breaking the law, Ramstein took things even further."
BG_SE_47,BBC_Bulgarian_01,11,"Но този път, нарушавайки закона, ""Рамщайн"" отидоха твърде далеч. ","Но чрез ефективно нарушаване на закона, Ramstein взе нещата още по-далеч.","But by effectively breaking the law, Ramstein took things even further."
BG_SE_48,DW_Bulgarian_02,64,"Независимо от огромната популярност на ""Рамщайн"" в Русия, взаимната им любов не е напълно споделена, особено в Кремъл. ","Но въпреки огромната популярност на групата в тази страна, любовта не изглежда универсално бутафорна, особено в Кремъл.","But despite the band's huge popularity in that country, the love doesn't seem to be universally reciprocated, especially at the Kremlin."
BG_SE_48,BBC_Bulgarian_03,65,"Независимо от огромната популярност на ""Рамщайн"" в Русия, взаимната им любов не е напълно споделена, особено в Кремъл. ","Но въпреки огромната популярност на групата в тази страна, любовта не изглежда универсално бутафорна, особено в Кремъл.","But despite the band's huge popularity in that country, the love doesn't seem to be universally reciprocated, especially at the Kremlin."
BG_SE_48,BBC_Bulgarian_01,63,"Независимо от огромната популярност на ""Рамщайн"" в Русия, взаимната им любов не е напълно споделена, особено в Кремъл. ","Но въпреки огромната популярност на групата в тази страна, любовта не изглежда универсално бутафорна, особено в Кремъл.","But despite the band's huge popularity in that country, the love doesn't seem to be universally reciprocated, especially at the Kremlin."
BG_SE_48,DW_Bulgarian_01,69,"Независимо от огромната популярност на ""Рамщайн"" в Русия, взаимната им любов не е напълно споделена, особено в Кремъл. ","Но въпреки огромната популярност на групата в тази страна, любовта не изглежда универсално бутафорна, особено в Кремъл.","But despite the band's huge popularity in that country, the love doesn't seem to be universally reciprocated, especially at the Kremlin."
BG_SE_48,BBC_Bulgarian_02,67,"Независимо от огромната популярност на ""Рамщайн"" в Русия, взаимната им любов не е напълно споделена, особено в Кремъл. ","Но въпреки огромната популярност на групата в тази страна, любовта не изглежда универсално бутафорна, особено в Кремъл.","But despite the band's huge popularity in that country, the love doesn't seem to be universally reciprocated, especially at the Kremlin."
BG_SE_49,DW_Bulgarian_02,67,Край на слънчевите затъмнения. ,Краят на слънчевото затъмнение,The end of solar eclipse
BG_SE_49,BBC_Bulgarian_03,61,Край на слънчевите затъмнения. ,Краят на слънчевото затъмнение,The end of solar eclipse
BG_SE_49,BBC_Bulgarian_02,61,Край на слънчевите затъмнения. ,Краят на слънчевото затъмнение,The end of solar eclipse
BG_SE_49,DW_Bulgarian_01,59,Край на слънчевите затъмнения. ,Краят на слънчевото затъмнение,The end of solar eclipse
BG_SE_49,BBC_Bulgarian_01,65,Край на слънчевите затъмнения. ,Краят на слънчевото затъмнение,The end of solar eclipse
BG_SE_50,BBC_Bulgarian_01,18,Няма нищо по-лошо от това да им дадеш като подкуп печалбата си за месеца. ,Няма нищо по-лошо от това да им дадеш месечната си печалба като подкуп.,There is nothing worse than having to give them your monthly profit as a bribe.
BG_SE_50,BBC_Bulgarian_03,19,Няма нищо по-лошо от това да им дадеш като подкуп печалбата си за месеца. ,Няма нищо по-лошо от това да им дадеш месечната си печалба като подкуп.,There is nothing worse than having to give them your monthly profit as a bribe.
BG_SE_50,DW_Bulgarian_02,14,Няма нищо по-лошо от това да им дадеш като подкуп печалбата си за месеца. ,Няма нищо по-лошо от това да им дадеш месечната си печалба като подкуп.,There is nothing worse than having to give them your monthly profit as a bribe.
BG_SE_50,BBC_Bulgarian_02,19,Няма нищо по-лошо от това да им дадеш като подкуп печалбата си за месеца. ,Няма нищо по-лошо от това да им дадеш месечната си печалба като подкуп.,There is nothing worse than having to give them your monthly profit as a bribe.
BG_SE_50,DW_Bulgarian_01,18,Няма нищо по-лошо от това да им дадеш като подкуп печалбата си за месеца. ,Няма нищо по-лошо от това да им дадеш месечната си печалба като подкуп.,There is nothing worse than having to give them your monthly profit as a bribe.
BG_SE_51,DW_Bulgarian_01,67,"Този вид заплахи обаче не стряскат огромното мнозинство фенове, които харесват метъл групата именно заради провокационните й изяви. ","Подобни заплахи обаче падат на глухи очи сред огромната част от феновете, които се радват на метъл групата именно заради противоречивите си каскади.","However, such threats fall on deaf ears among the vast majority of fans, who enjoy the metal group precisely for their controversial stunts. "
BG_SE_51,BBC_Bulgarian_02,65,"Този вид заплахи обаче не стряскат огромното мнозинство фенове, които харесват метъл групата именно заради провокационните й изяви. ","Подобни заплахи обаче падат на глухи очи сред огромната част от феновете, които се радват на метъл групата именно заради противоречивите си каскади.","However, such threats fall on deaf ears among the vast majority of fans, who enjoy the metal group precisely for their controversial stunts. "
BG_SE_51,BBC_Bulgarian_01,62,"Този вид заплахи обаче не стряскат огромното мнозинство фенове, които харесват метъл групата именно заради провокационните й изяви. ","Подобни заплахи обаче падат на глухи очи сред огромната част от феновете, които се радват на метъл групата именно заради противоречивите си каскади.","However, such threats fall on deaf ears among the vast majority of fans, who enjoy the metal group precisely for their controversial stunts. "
BG_SE_51,BBC_Bulgarian_03,61,"Този вид заплахи обаче не стряскат огромното мнозинство фенове, които харесват метъл групата именно заради провокационните й изяви. ","Подобни заплахи обаче падат на глухи очи сред огромната част от феновете, които се радват на метъл групата именно заради противоречивите си каскади.","However, such threats fall on deaf ears among the vast majority of fans, who enjoy the metal group precisely for their controversial stunts. "
BG_SE_51,DW_Bulgarian_02,62,"Този вид заплахи обаче не стряскат огромното мнозинство фенове, които харесват метъл групата именно заради провокационните й изяви. ","Подобни заплахи обаче падат на глухи очи сред огромната част от феновете, които се радват на метъл групата именно заради противоречивите си каскади.","However, such threats fall on deaf ears among the vast majority of fans, who enjoy the metal group precisely for their controversial stunts. "
BG_SE_52,BBC_Bulgarian_02,23,"Докато подкупите продължават да минават без никакви последствия, шансовете на Албания за членство в ЕС са незначителни.Това видео на един гренландски климатолог стана вирално. ","Като се има предвид, че незаконните фондове постоянно текат и че перспективите на Албания да стане част от ЕС не се променят, перспективите й за членство в ЕС намаляват.Това видео от изследовател на климата в Гренландия стана вирусно.",With illicit funds flowing steadily and no change in sight Albania's prospects of becoming a part of the EU are diminishing.This video from a Greenland climate researcher went viral.  
BG_SE_52,DW_Bulgarian_01,23,"Докато подкупите продължават да минават без никакви последствия, шансовете на Албания за членство в ЕС са незначителни.Това видео на един гренландски климатолог стана вирално. ","Като се има предвид, че незаконните фондове постоянно текат и че перспективите на Албания да стане част от ЕС не се променят, перспективите й за членство в ЕС намаляват.Това видео от изследовател на климата в Гренландия стана вирусно.",With illicit funds flowing steadily and no change in sight Albania's prospects of becoming a part of the EU are diminishing.This video from a Greenland climate researcher went viral.  
BG_SE_52,BBC_Bulgarian_01,29,"Докато подкупите продължават да минават без никакви последствия, шансовете на Албания за членство в ЕС са незначителни.Това видео на един гренландски климатолог стана вирално. ","Като се има предвид, че незаконните фондове постоянно текат и че перспективите на Албания да стане част от ЕС не се променят, перспективите й за членство в ЕС намаляват.Това видео от изследовател на климата в Гренландия стана вирусно.",With illicit funds flowing steadily and no change in sight Albania's prospects of becoming a part of the EU are diminishing.This video from a Greenland climate researcher went viral.  
BG_SE_52,BBC_Bulgarian_03,20,"Докато подкупите продължават да минават без никакви последствия, шансовете на Албания за членство в ЕС са незначителни.Това видео на един гренландски климатолог стана вирално. ","Като се има предвид, че незаконните фондове постоянно текат и че перспективите на Албания да стане част от ЕС не се променят, перспективите й за членство в ЕС намаляват.Това видео от изследовател на климата в Гренландия стана вирусно.",With illicit funds flowing steadily and no change in sight Albania's prospects of becoming a part of the EU are diminishing.This video from a Greenland climate researcher went viral.  
BG_SE_52,DW_Bulgarian_02,25,"Докато подкупите продължават да минават без никакви последствия, шансовете на Албания за членство в ЕС са незначителни.Това видео на един гренландски климатолог стана вирално. ","Като се има предвид, че незаконните фондове постоянно текат и че перспективите на Албания да стане част от ЕС не се променят, перспективите й за членство в ЕС намаляват.Това видео от изследовател на климата в Гренландия стана вирусно.",With illicit funds flowing steadily and no change in sight Albania's prospects of becoming a part of the EU are diminishing.This video from a Greenland climate researcher went viral.  
BG_SE_53,DW_Bulgarian_01,4,След което с тях щели да се занимават психолози. ,След това те щели да бъдат предадени на психолози.,They would then be handed over to psychologists. 
BG_SE_53,DW_Bulgarian_02,10,След което с тях щели да се занимават психолози. ,След това те щели да бъдат предадени на психолози.,They would then be handed over to psychologists. 
BG_SE_53,BBC_Bulgarian_03,5,След което с тях щели да се занимават психолози. ,След това те щели да бъдат предадени на психолози.,They would then be handed over to psychologists. 
BG_SE_53,BBC_Bulgarian_01,13,След което с тях щели да се занимават психолози. ,След това те щели да бъдат предадени на психолози.,They would then be handed over to psychologists. 
BG_SE_53,BBC_Bulgarian_02,11,След което с тях щели да се занимават психолози. ,След това те щели да бъдат предадени на психолози.,They would then be handed over to psychologists. 
BG_SE_54,DW_Bulgarian_02,94,Астронавтите обаче досега не са го срещали. ,"Астронавти тепърва ще се натъкват на тях, обаче.","Astronauts are yet to encounter them, though."
BG_SE_54,BBC_Bulgarian_03,92,Астронавтите обаче досега не са го срещали. ,"Астронавти тепърва ще се натъкват на тях, обаче.","Astronauts are yet to encounter them, though."
BG_SE_54,BBC_Bulgarian_02,85,Астронавтите обаче досега не са го срещали. ,"Астронавти тепърва ще се натъкват на тях, обаче.","Astronauts are yet to encounter them, though."
BG_SE_54,BBC_Bulgarian_01,85,Астронавтите обаче досега не са го срещали. ,"Астронавти тепърва ще се натъкват на тях, обаче.","Astronauts are yet to encounter them, though."
BG_SE_54,DW_Bulgarian_01,87,Астронавтите обаче досега не са го срещали. ,"Астронавти тепърва ще се натъкват на тях, обаче.","Astronauts are yet to encounter them, though."
BG_SE_55,DW_Bulgarian_01,97,"Вероятно поради това нашите предци са сметнали, че двете неща са свързани. ","Може би, това може да е една от причините нашите предци да почерпят връзката.","Perhaps, that could be one reason our ancestors drew the connection."
BG_SE_55,DW_Bulgarian_02,97,"Вероятно поради това нашите предци са сметнали, че двете неща са свързани. ","Може би, това може да е една от причините нашите предци да почерпят връзката.","Perhaps, that could be one reason our ancestors drew the connection."
BG_SE_55,BBC_Bulgarian_03,92,"Вероятно поради това нашите предци са сметнали, че двете неща са свързани. ","Може би, това може да е една от причините нашите предци да почерпят връзката.","Perhaps, that could be one reason our ancestors drew the connection."
BG_SE_55,BBC_Bulgarian_01,94,"Вероятно поради това нашите предци са сметнали, че двете неща са свързани. ","Може би, това може да е една от причините нашите предци да почерпят връзката.","Perhaps, that could be one reason our ancestors drew the connection."
BG_SE_55,BBC_Bulgarian_02,90,"Вероятно поради това нашите предци са сметнали, че двете неща са свързани. ","Може би, това може да е една от причините нашите предци да почерпят връзката.","Perhaps, that could be one reason our ancestors drew the connection."
BG_SE_56,BBC_Bulgarian_01,18,След това ми се обадиха от районното управление. ,Получих обаждане от районната прокуратура.,I got a call from the district office. 
BG_SE_56,DW_Bulgarian_02,26,След това ми се обадиха от районното управление. ,Получих обаждане от районната прокуратура.,I got a call from the district office. 
BG_SE_56,BBC_Bulgarian_03,20,След това ми се обадиха от районното управление. ,Получих обаждане от районната прокуратура.,I got a call from the district office. 
BG_SE_56,BBC_Bulgarian_02,21,След това ми се обадиха от районното управление. ,Получих обаждане от районната прокуратура.,I got a call from the district office. 
BG_SE_56,DW_Bulgarian_01,18,След това ми се обадиха от районното управление. ,Получих обаждане от районната прокуратура.,I got a call from the district office. 
BG_SE_57,BBC_Bulgarian_03,86,"Животните просто вият само нощем, т.е. точно тогава, когато и пълната луна се вижда най-добре. ","Животните просто се окопават през нощта, което е и времето, когато най-ясно се вижда пълнолуние.","Animals simply yowl at night, which is also the time when a full moon is most visible. "
BG_SE_57,DW_Bulgarian_02,89,"Животните просто вият само нощем, т.е. точно тогава, когато и пълната луна се вижда най-добре. ","Животните просто се окопават през нощта, което е и времето, когато най-ясно се вижда пълнолуние.","Animals simply yowl at night, which is also the time when a full moon is most visible. "
BG_SE_57,DW_Bulgarian_01,89,"Животните просто вият само нощем, т.е. точно тогава, когато и пълната луна се вижда най-добре. ","Животните просто се окопават през нощта, което е и времето, когато най-ясно се вижда пълнолуние.","Animals simply yowl at night, which is also the time when a full moon is most visible. "
BG_SE_57,BBC_Bulgarian_01,91,"Животните просто вият само нощем, т.е. точно тогава, когато и пълната луна се вижда най-добре. ","Животните просто се окопават през нощта, което е и времето, когато най-ясно се вижда пълнолуние.","Animals simply yowl at night, which is also the time when a full moon is most visible. "
BG_SE_57,BBC_Bulgarian_02,86,"Животните просто вият само нощем, т.е. точно тогава, когато и пълната луна се вижда най-добре. ","Животните просто се окопават през нощта, което е и времето, когато най-ясно се вижда пълнолуние.","Animals simply yowl at night, which is also the time when a full moon is most visible. "
BG_SE_58,BBC_Bulgarian_02,92,"При толкова много чужди работници, с всичките тези ""гастарбайтери"", местните хора вече нямат тази възможност.","С идването на чуждестранните хора, на ""Gastarbeiter"", местните жители вече нямат тази възможност.","With the foreign people coming across, the ""Gastarbeiter"" coming across, locals no longer have that opportunity."
BG_SE_58,BBC_Bulgarian_01,90,"При толкова много чужди работници, с всичките тези ""гастарбайтери"", местните хора вече нямат тази възможност.","С идването на чуждестранните хора, на ""Gastarbeiter"", местните жители вече нямат тази възможност.","With the foreign people coming across, the ""Gastarbeiter"" coming across, locals no longer have that opportunity."
BG_SE_58,DW_Bulgarian_02,92,"При толкова много чужди работници, с всичките тези ""гастарбайтери"", местните хора вече нямат тази възможност.","С идването на чуждестранните хора, на ""Gastarbeiter"", местните жители вече нямат тази възможност.","With the foreign people coming across, the ""Gastarbeiter"" coming across, locals no longer have that opportunity."
BG_SE_58,DW_Bulgarian_01,92,"При толкова много чужди работници, с всичките тези ""гастарбайтери"", местните хора вече нямат тази възможност.","С идването на чуждестранните хора, на ""Gastarbeiter"", местните жители вече нямат тази възможност.","With the foreign people coming across, the ""Gastarbeiter"" coming across, locals no longer have that opportunity."
BG_SE_58,BBC_Bulgarian_03,95,"При толкова много чужди работници, с всичките тези ""гастарбайтери"", местните хора вече нямат тази възможност.","С идването на чуждестранните хора, на ""Gastarbeiter"", местните жители вече нямат тази възможност.","With the foreign people coming across, the ""Gastarbeiter"" coming across, locals no longer have that opportunity."
BG_SE_59,DW_Bulgarian_02,50,Той тревожи и шотландските фермери.,Brexit също има притеснителен ефект върху шотландските фермери.,Brexit also has a worrying effect on Scottish farmers.
BG_SE_59,DW_Bulgarian_01,48,Той тревожи и шотландските фермери.,Brexit също има притеснителен ефект върху шотландските фермери.,Brexit also has a worrying effect on Scottish farmers.
BG_SE_59,BBC_Bulgarian_03,57,Той тревожи и шотландските фермери.,Brexit също има притеснителен ефект върху шотландските фермери.,Brexit also has a worrying effect on Scottish farmers.
BG_SE_59,BBC_Bulgarian_01,55,Той тревожи и шотландските фермери.,Brexit също има притеснителен ефект върху шотландските фермери.,Brexit also has a worrying effect on Scottish farmers.
BG_SE_59,BBC_Bulgarian_02,50,Той тревожи и шотландските фермери.,Brexit също има притеснителен ефект върху шотландските фермери.,Brexit also has a worrying effect on Scottish farmers.
BG_SE_60,BBC_Bulgarian_02,83,"Няколко адвокати потвърдиха, че властите ще се опитат да ми отнемат децата. ","Няколко адвокати потвърдиха, че властите могат да отнемат децата от мен.",Several lawyers have confirmed that the authorities could take the children away from me. 
BG_SE_60,DW_Bulgarian_02,83,"Няколко адвокати потвърдиха, че властите ще се опитат да ми отнемат децата. ","Няколко адвокати потвърдиха, че властите могат да отнемат децата от мен.",Several lawyers have confirmed that the authorities could take the children away from me. 
BG_SE_60,BBC_Bulgarian_01,93,"Няколко адвокати потвърдиха, че властите ще се опитат да ми отнемат децата. ","Няколко адвокати потвърдиха, че властите могат да отнемат децата от мен.",Several lawyers have confirmed that the authorities could take the children away from me. 
BG_SE_60,DW_Bulgarian_01,83,"Няколко адвокати потвърдиха, че властите ще се опитат да ми отнемат децата. ","Няколко адвокати потвърдиха, че властите могат да отнемат децата от мен.",Several lawyers have confirmed that the authorities could take the children away from me. 
BG_SE_60,BBC_Bulgarian_03,87,"Няколко адвокати потвърдиха, че властите ще се опитат да ми отнемат децата. ","Няколко адвокати потвърдиха, че властите могат да отнемат децата от мен.",Several lawyers have confirmed that the authorities could take the children away from me. 
BG_SE_61,DW_Bulgarian_02,36,Защо ви обвиняват в убийство?,"За кого се твърди, че сте убили?",Whom are you alleged to have murdered? 
BG_SE_61,DW_Bulgarian_01,30,Защо ви обвиняват в убийство?,"За кого се твърди, че сте убили?",Whom are you alleged to have murdered? 
BG_SE_61,BBC_Bulgarian_02,28,Защо ви обвиняват в убийство?,"За кого се твърди, че сте убили?",Whom are you alleged to have murdered? 
BG_SE_61,BBC_Bulgarian_03,26,Защо ви обвиняват в убийство?,"За кого се твърди, че сте убили?",Whom are you alleged to have murdered? 
BG_SE_61,BBC_Bulgarian_01,27,Защо ви обвиняват в убийство?,"За кого се твърди, че сте убили?",Whom are you alleged to have murdered? 
BG_SE_63,BBC_Bulgarian_01,43,"Той обвини на всеослушание градските власти на Тирана, че са му поискали подкуп.","Той обвини градските власти в Тирана, че са му дали подкупи.",He blamed the Tirana city authorities for bribing him.
BG_SE_63,BBC_Bulgarian_03,39,"Той обвини на всеослушание градските власти на Тирана, че са му поискали подкуп.","Той обвини градските власти в Тирана, че са му дали подкупи.",He blamed the Tirana city authorities for bribing him.
BG_SE_63,DW_Bulgarian_02,38,"Той обвини на всеослушание градските власти на Тирана, че са му поискали подкуп.","Той обвини градските власти в Тирана, че са му дали подкупи.",He blamed the Tirana city authorities for bribing him.
BG_SE_63,DW_Bulgarian_01,38,"Той обвини на всеослушание градските власти на Тирана, че са му поискали подкуп.","Той обвини градските власти в Тирана, че са му дали подкупи.",He blamed the Tirana city authorities for bribing him.
BG_SE_63,BBC_Bulgarian_02,45,"Той обвини на всеослушание градските власти на Тирана, че са му поискали подкуп.","Той обвини градските власти в Тирана, че са му дали подкупи.",He blamed the Tirana city authorities for bribing him.
BG_SE_64,DW_Bulgarian_01,59,Андрей: Законът и сега е ясен.  ,Андрей: Законодателството е ясно.,Andrei: The legislation is clear. 
BG_SE_64,DW_Bulgarian_02,62,Андрей: Законът и сега е ясен.  ,Андрей: Законодателството е ясно.,Andrei: The legislation is clear. 
BG_SE_64,BBC_Bulgarian_01,57,Андрей: Законът и сега е ясен.  ,Андрей: Законодателството е ясно.,Andrei: The legislation is clear. 
BG_SE_64,BBC_Bulgarian_03,56,Андрей: Законът и сега е ясен.  ,Андрей: Законодателството е ясно.,Andrei: The legislation is clear. 
BG_SE_64,BBC_Bulgarian_02,55,Андрей: Законът и сега е ясен.  ,Андрей: Законодателството е ясно.,Andrei: The legislation is clear. 
BG_SE_65,DW_Bulgarian_02,55,"Това ще доведе дотам, че след около 550 милиона години тя ще изглежда толкова дребна, че няма да може да закрива слънцето, дори когато е максимално близо до Земята. ","Това ще доведе до факта, че след около 550 милиона години тя ще изглежда твърде малка, за да ""покрие"" цялото слънце, дори и в най-близкото си положение до Земята.","This will lead to the fact that in about 550 million years, it'll look too small to ever ""cover"" all of the sun, even at its closest position to Earth."
BG_SE_65,BBC_Bulgarian_02,56,"Това ще доведе дотам, че след около 550 милиона години тя ще изглежда толкова дребна, че няма да може да закрива слънцето, дори когато е максимално близо до Земята. ","Това ще доведе до факта, че след около 550 милиона години тя ще изглежда твърде малка, за да ""покрие"" цялото слънце, дори и в най-близкото си положение до Земята.","This will lead to the fact that in about 550 million years, it'll look too small to ever ""cover"" all of the sun, even at its closest position to Earth."
BG_SE_65,DW_Bulgarian_01,54,"Това ще доведе дотам, че след около 550 милиона години тя ще изглежда толкова дребна, че няма да може да закрива слънцето, дори когато е максимално близо до Земята. ","Това ще доведе до факта, че след около 550 милиона години тя ще изглежда твърде малка, за да ""покрие"" цялото слънце, дори и в най-близкото си положение до Земята.","This will lead to the fact that in about 550 million years, it'll look too small to ever ""cover"" all of the sun, even at its closest position to Earth."
BG_SE_65,BBC_Bulgarian_01,58,"Това ще доведе дотам, че след около 550 милиона години тя ще изглежда толкова дребна, че няма да може да закрива слънцето, дори когато е максимално близо до Земята. ","Това ще доведе до факта, че след около 550 милиона години тя ще изглежда твърде малка, за да ""покрие"" цялото слънце, дори и в най-близкото си положение до Земята.","This will lead to the fact that in about 550 million years, it'll look too small to ever ""cover"" all of the sun, even at its closest position to Earth."
